State Name,County Name,City Name,State Code,State FIPS Code,County Code,StCnty FIPS Code,City Code,StCntyCity FIPS Code
ALABAMA,LIMESTONE,MOORESVILLE,AL,01,C083,01083,2140,010832140
ALABAMA,LIMESTONE,TANNER,AL,01,C083,01083,2952,010832952
ALABAMA,LOWNDES,BENTON,AL,01,C085,01085,0315,010850315
ALABAMA,LOWNDES,BURKVILLE,AL,01,C085,01085,0522,010850522
ALABAMA,LOWNDES,CALHOUN,AL,01,C085,01085,0534,010850534
ALABAMA,LOWNDES,FORT DEPOSIT,AL,01,C085,01085,1220,010851220
ALABAMA,LOWNDES,HAYNEVILLE,AL,01,C085,01085,1605,010851605
ALABAMA,LOWNDES,LETOHATCHEE,AL,01,C085,01085,1864,010851864
ALABAMA,LOWNDES,LOWNDESBORO,AL,01,C085,01085,1942,010851942
ALABAMA,LOWNDES,MOSSES,AL,01,C085,01085,2147,010852147
ALABAMA,LOWNDES,SAINT CLAIR,AL,01,C085,01085,2704,010852704
ALABAMA,LOWNDES,WHITE HALL,AL,01,C085,01085,3271,010853271
ALABAMA,MACON,ARMSTRONG,AL,01,C087,01087,0137,010870137
ALABAMA,MACON,FORT DAVIS,AL,01,C087,01087,1215,010871215
ALABAMA,MACON,FRANKLIN,AL,01,C087,01087,1236,010871236
ALABAMA,MACON,HARDAWAY,AL,01,C087,01087,1563,010871563
ALABAMA,MACON,NOTASULGA,AL,01,C087,01087,2270,010872270
ALABAMA,MACON,ROBA,AL,01,C087,01087,2645,010872645
ALABAMA,MACON,SHORTER,AL,01,C087,01087,2782,010872782
ALABAMA,MACON,TUSKEGEE,AL,01,C087,01087,3070,010873070
ALABAMA,MACON,TUSKEGEE INSTITUTE,AL,01,C087,01087,3075,010873075
ALABAMA,MADISON,BROWNSBORO,AL,01,C089,01089,0508,010890508
ALABAMA,MADISON,CHASE,AL,01,C089,01089,0644,010890644
ALABAMA,MADISON,GURLEY,AL,01,C089,01089,1508,010891508
ALABAMA,MADISON,HARVEST,AL,01,C089,01089,1593,010891593
ALABAMA,MADISON,HAZEL GREEN,AL,01,C089,01089,1607,010891607
ALABAMA,MADISON,HUNTSVILLE,AL,01,C089,01089,1730,010891730
ALABAMA,MADISON,MADISON,AL,01,C089,01089,1970,010891970
ALABAMA,MADISON,MAYSVILLE,AL,01,C089,01089,2029,010892029
ALABAMA,MADISON,MERIDIANVILLE,AL,01,C089,01089,2031,010892031
ALABAMA,MADISON,NEW HOPE,AL,01,C089,01089,2225,010892225
ALABAMA,MADISON,NEW MARKET,AL,01,C089,01089,2224,010892224
ALABAMA,MADISON,NORMAL,AL,01,C089,01089,2246,010892246
ALABAMA,MADISON,OAKWOOD COLLEGE,AL,01,C089,01089,2310,010892310
ALABAMA,MADISON,OWENS CROSSROADS,AL,01,C089,01089,2368,010892368
ALABAMA,MADISON,REDSTONE ARSENAL,AL,01,C089,01089,2585,010892585
ALABAMA,MADISON,RYLAND,AL,01,C089,01089,2699,010892699
ALABAMA,MADISON,TONEY,AL,01,C089,01089,2993,010892993
ALABAMA,MADISON,TRIANA,AL,01,C089,01089,3026,010893026
ALABAMA,MARENGO,DAYTON,AL,01,C091,01091,0880,010910880
ALABAMA,MARENGO,DEMOPOLIS,AL,01,C091,01091,0900,010910900
