31016,2012,1615500,0.0060292556882,0,0.0000000000000,8301600,0.0309826489538,1910700,0.0071309804916,272700,0.0010177517543,45000,0.0001679458364,55800,0.0002082528372,57681000,0.2152729779482,87918304,0.3281224966049,30132000,0.1124565377831,11630700,0.0434072837234,15943500,0.0595032125711,35305200,0.1317635923624,2550600,0.0095191700384,14533200,0.0542397908866,47700,0.0001780225866
62468,1995,475200,0.0024699904025,0,0.0000000000000,9304200,0.0483612902462,4263300,0.0221597440541,831600,0.0043224832043,94500,0.0004911912838,900,0.0000046780124,37538100,0.1951152086258,18000,0.0000935602438,228600,0.0011882151011,32400,0.0001684084418,70200,0.0003648849670,9406800,0.0488945841789,128740496,0.6691662669182,1254600,0.0065211490728,130500,0.0006783117424
06525,2014,756900,0.0152316438034,0,0.0000000000000,13908600,0.2798927724361,2143800,0.0431412309408,691200,0.0139095159248,127800,0.0025718114339,25200,0.0005071177729,25218000,0.5074799656868,263700,0.0053066252731,2016000,0.0405694209039,16200,0.0003260042868,109800,0.0022095844615,873000,0.0175680089742,2700,0.0000543340466,3291300,0.0662332028151,248400,0.0049987323582
72739,1989,0,0.0000000000000,0,0.0000000000000,598500,0.0521241575480,240300,0.0209280457348,91800,0.0079949833453,0,0.0000000000000,0,0.0000000000000,4034700,0.3513873517513,0,0.0000000000000,3600,0.0003135287552,0,0.0000000000000,900,0.0000783821888,6512400,0.5671735405922,0,0.0000000000000,0,0.0000000000000,0,0.0000000000000
68879,2012,4170600,0.0087941195816,0,0.0000000000000,4496400,0.0094811012968,3001500,0.0063289576210,105300,0.0002220353927,8100,0.0000170796466,489600,0.0010323696770,279000,0.0005882988917,1800,0.0000037954769,952200,0.0020078073721,0,0.0000000000000,419777088,0.8851412534714,0,0.0000000000000,29229300,0.0616328530014,2453400,0.0051732352003,9284400,0.0195770692080
35082,1994,0,0.0000000000000,0,0.0000000000000,243900,0.0149270175025,20700,0.0012668686686,0,0.0000000000000,0,0.0000000000000,0,0.0000000000000,10210500,0.6248967051506,2476800,0.1515835821629,2897100,0.1773065328598,123300,0.0075461305678,245700,0.0150371799245,97200,0.0059487745166,0,0.0000000000000,24300,0.0014871936291,0,0.0000000000000
18064,2003,576900,0.0057151010260,0,0.0000000000000,11232000,0.1112706139684,12709800,0.1259105354548,3521700,0.0348879732192,851400,0.0084344549105,1763100,0.0174662768841,15390000,0.1524621397257,58500,0.0005795344478,1282500,0.0127051780000,198000,0.0019615010824,25200,0.0002496456145,13820400,0.1369127780199,38214900,0.3785786330700,1293300,0.0128121692687,5400,0.0000534954852
74557,2005,610200,0.0018384446157,0,0.0000000000000,6272100,0.0188969336450,2254500,0.0067924833857,891000,0.0026844544336,900,0.0000027115702,121500,0.0003660619841,37802700,0.1138940826058,122282096,0.3684183359146,75191400,0.2265408486128,9343800,0.0281515214592,19485000,0.0587054938078,50764500,0.1529461145401,0,0.0000000000000,6230700,0.0187721997499,660600,0.0019902924541
49653,1997,26613000,0.2703987956047,0,0.0000000000000,3871800,0.0393390469253,2636100,0.0267838370055,234900,0.0023866784759,10800,0.0001097323475,1044000,0.0106074605137,21177900,0.2151759862900,1649700,0.0167616158724,1712700,0.0174017213285,2258100,0.0229432061315,12024000,0.1221686825156,1800,0.0000182887252,16752600,0.1702131628990,8244000,0.0837623625994,189900,0.0019294604426
56328,1990,8100,0.0015052683884,0,0.0000000000000,332100,0.0617160052061,257400,0.0478340871632,40500,0.0075263422914,900,0.0001672520448,2700,0.0005017561489,541800,0.1006857305765,0,0.0000000000000,0,0.0000000000000,0,0.0000000000000,0,0.0000000000000,1218600,0.2264592796564,2001600,0.3719685673714,126000,0.0234152860940,851400,0.1582204401493
61725,2019,358200,0.0030694245361,0,0.0000000000000,4203000,0.0360156111419,3071700,0.0263214726001,714600,0.0061234249733,48600,0.0004164545971,4500,0.0000385606108,17343900,0.1486203074455,7200,0.0000616969774,80100,0.0006863788585,7200,0.0000616969774,29700,0.0002545000170,14268600,0.1222679838538,75890704,0.6503092646599,657000,0.0056298491545,14400,0.0001233939547
04760,2006,494100,0.0024766207207,0,0.0000000000000,2998800,0.0150311486796,1863900,0.0093425894156,194400,0.0009744081763,21600,0.0001082675735,95400,0.0004781817843,15173100,0.0760534629226,19338300,0.0969310626388,65536200,0.3284928500652,9670500,0.0484722964466,5324400,0.0266879573464,14754600,0.0739557743073,17703900,0.0887388139963,45820800,0.2296716123819,515700,0.0025848883670
